event_id,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
17732,2020-02-20 13:31:32,package delivered,1.809,1423.98,"['885965', '885895', '886440', '885867']","['iPhone 11', 'Echo Dot', 'iPad', 'Echo']",['Anahita Farhang Ghahfarokhi'],"['991437', '991572', '991457', '991443']",['661035']
17733,2020-02-20 13:33:14,item out of stock,0.2,39.99,['886539'],['Fire Stick'],['Tobias Brockhoff'],['991599'],
17734,2020-02-20 13:36:46,confirm order,1.65,2594.99,"['886528', '886529']","['MacBook Pro', 'Fire Stick 4K']",['Christine Dobbert'],['991596'],
17735,2020-02-20 13:41:27,pay order,0.2,44.99,['885583'],['Fire Stick'],['Anahita Farhang Ghahfarokhi'],['991374'],
17736,2020-02-20 14:05:22,pay order,2.258,1382.99,"['886014', '886015', '886016']","['Kindle Paperwhite', 'iPad Pro', 'Echo Plus']",['Seran Uysal'],['991473'],
17737,2020-02-20 14:09:34,pay order,2.7910000000000004,3222.99,"['886402', '886404', '886401', '886403']","['iPhone 11', 'Echo Show 5', 'Kindle Paperwhite', 'MacBook Air']",['Christine Dobbert'],['991562'],
17738,2020-02-20 14:28:24,reorder item,0.166,799.0,['886544'],['iPhone 11'],['Kefang Ding'],['991600'],
17739,2020-02-20 14:39:40,pay order,3.175,3092.97,"['886091', '886092', '886089', '886094', '886088', '886093', '886090']","['iPhone 11', 'Echo Dot', 'iPad Pro', 'Fire Stick', 'Echo Show 8', 'iPad']",['Gyunam Park'],['991489'],
17740,2020-02-20 14:50:53,reorder item,1.28,149.99,['886524'],['Echo Plus'],['Mahnaz Qafari'],['991594'],
17741,2020-02-20 14:59:55,payment reminder,1.49,683.99,"['886087', '886086']","['iPhone 8', 'Echo Plus']",['Tobias Brockhoff'],['991488'],
17742,2020-02-20 15:04:27,place order,6.63,5723.95,"['886565', '886561', '886566', '886563', '886564', '886567', '886560', '886562']","['Echo Show 5', 'Echo Dot', 'iPhone 8', 'Echo Plus', 'Fire Stick 4K', 'MacBook Pro', 'Echo Show 8', 'MacBook Air']",['Tobias Brockhoff'],['991607'],
17743,2020-02-20 15:16:04,confirm order,2.23,2334.99,"['886559', '886558']","['Echo Show 8', 'MacBook Air']",['Gyunam Park'],['991606'],
17744,2020-02-20 15:19:31,pay order,1.403,2208.0,"['886551', '886550', '886552', '886553']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad Air', 'iPad mini']",['Christine Dobbert'],['991603'],
17745,2020-02-20 15:20:07,reorder item,1.25,2200.0,['886434'],['MacBook Air'],['Mahsa Bafrani'],['991570'],
17746,2020-02-20 15:21:19,item out of stock,1.37,2500.0,['886546'],['MacBook Pro'],['Mahnaz Qafari'],['991601'],
17747,2020-02-20 15:37:25,send package,2.6060000000000003,2365.97,"['886507', '886508', '886430', '886505', '886538', '886426', '886428']","['iPhone X', 'Echo Show 5', 'iPhone 8', 'Fire Stick', 'Kindle', 'iPhone 11', 'Kindle Paperwhite']",['Tobias Brockhoff'],"['991599', '991590', '991569']",['661036']
17748,2020-02-20 15:43:18,send package,0.763,1548.0,"['886464', '885862']","['iPad mini', 'iPad Pro']",['Luis Santos'],"['991579', '991435']",['661038']
17749,2020-02-20 15:52:26,pick item,0.21,529.0,['886560'],['iPhone 8'],['Tobias Brockhoff'],['991607'],
17750,2020-02-20 16:02:43,send package,4.7780000000000005,2259.94,"['886491', '885914', '886488', '886490', '886432', '886489', '886352', '886065', '886160']","['iPad Air', 'iPhone X', 'iPad', 'Kindle', 'Fire Stick 4K', 'Echo Dot', 'Echo Studio', 'Echo']",['Mahsa Bafrani'],"['991484', '991510', '991585', '991570', '991447', '991553']",['661037']
17751,2020-02-20 16:09:13,package delivered,4.7780000000000005,2259.94,"['886491', '885914', '886488', '886490', '886432', '886489', '886352', '886065', '886160']","['iPad Air', 'iPhone X', 'iPad', 'Kindle', 'Fire Stick 4K', 'Echo Dot', 'Echo Studio', 'Echo']",['Mahsa Bafrani'],"['991484', '991510', '991585', '991570', '991447', '991553']",['661037']
17752,2020-02-20 16:18:28,pick item,0.188,1149.0,['886551'],['iPhone 11 Pro'],['Christine Dobbert'],['991603'],
17753,2020-02-20 16:18:54,pick item,0.44,476.0,['886552'],['iPad Air'],['Christine Dobbert'],['991603'],
17754,2020-02-20 16:19:26,confirm order,6.63,5723.95,"['886565', '886561', '886566', '886563', '886564', '886567', '886560', '886562']","['Echo Show 5', 'Echo Dot', 'iPhone 8', 'Echo Plus', 'Fire Stick 4K', 'MacBook Pro', 'Echo Show 8', 'MacBook Air']",['Tobias Brockhoff'],['991607'],
17755,2020-02-20 16:20:12,pick item,0.21,529.0,['886536'],['iPhone 8'],['Christine Dobbert'],['991598'],
17756,2020-02-20 16:28:41,place order,1.57,2544.99,"['886568', '886569']","['Fire Stick', 'MacBook Pro']",['Christina Rensinghof'],['991608'],
17757,2020-02-20 16:39:59,payment reminder,2.327,1022.98,"['886098', '886100', '886099', '886097']","['Echo Show 5', 'iPhone X', 'Kindle Paperwhite', 'Echo']",['Wil van der Aalst'],['991491'],
17758,2020-02-20 16:41:09,pick item,0.172,699.0,['886438'],['iPhone X'],['Anahita Farhang Ghahfarokhi'],['991572'],
17759,2020-02-20 16:47:23,pick item,0.483,1099.0,['886517'],['iPad Pro'],['Wil van der Aalst'],['991592'],
17760,2020-02-20 16:54:15,pick item,0.98,129.99,['886559'],['Echo Show 8'],['Gyunam Park'],['991606'],
17761,2020-02-20 17:07:17,pick item,1.48,199.99,['886456'],['Echo Studio'],['Mohammadreza Fani Sani'],['991577'],
17762,2020-02-20 17:09:34,pick item,0.483,495.0,['886320'],['iPad'],['Seran Uysal'],['991546'],
17763,2020-02-20 17:09:34,create package,4.383,1034.95,"['886516', '886447', '886195', '886515', '886514', '886511']","['Echo Show 5', 'Echo', 'Echo Show 8', 'iPad', 'Fire Stick 4K']",['Lisa Mannel'],"['991591', '991575', '991520']",['661040']
17764,2020-02-20 17:13:39,reorder item,0.2,39.99,['886539'],['Fire Stick'],['Tobias Brockhoff'],['991599'],
17765,2020-02-20 17:21:57,payment reminder,1.87,713.98,"['886057', '886056', '886055']","['Echo Dot', 'iPhone 8', 'Echo Plus']",['Marco Pegoraro'],['991482'],
17766,2020-02-20 17:32:44,pick item,0.38,29.99,['886564'],['Echo Dot'],['Tobias Brockhoff'],['991607'],
17767,2020-02-20 17:39:04,send package,7.871,4982.95,"['886454', '886466', '886455', '886420', '886415', '886504', '886453', '886503', '886457', '886465']","['iPad Air', 'MacBook Pro', 'Echo Show 5', 'Echo Plus', 'Fire Stick', 'iPhone 11', 'Kindle Paperwhite', 'Echo Studio', 'iPad mini']",['Mohammadreza Fani Sani'],"['991580', '991566', '991577', '991568', '991589']",['661039']
17768,2020-02-20 18:17:10,place order,1.936,1572.98,"['886570', '886573', '886572', '886571']","['iPhone 11', 'iPhone 8', 'Echo Plus', 'Fire Stick 4K']",['Christine Dobbert'],['991609'],
17769,2020-02-20 18:32:13,pick item,1.25,2200.0,['886397'],['MacBook Air'],['Kefang Ding'],['991560'],
17770,2020-02-20 20:31:05,place order,2.2030000000000003,1168.97,"['886574', '886578', '886575', '886576', '886577']","['Echo Dot', 'iPad mini', 'iPad', 'Fire Stick 4K', 'Echo']",['Wil van der Aalst'],['991610'],
17771,2020-02-20 22:25:10,pick item,0.483,495.0,['886577'],['iPad'],['Wil van der Aalst'],['991610'],
17772,2020-02-21 00:24:24,place order,3.043,799.98,"['886581', '886579', '886580']","['Echo Plus', 'iPad']",['Wil van der Aalst'],['991611'],
17773,2020-02-21 08:30:19,confirm order,1.57,2544.99,"['886568', '886569']","['Fire Stick', 'MacBook Pro']",['Christina Rensinghof'],['991608'],
17774,2020-02-21 08:40:02,pick item,1.28,149.99,['886579'],['Echo Plus'],['Wil van der Aalst'],['991611'],
17775,2020-02-21 08:54:25,pick item,0.38,29.99,['886542'],['Echo Dot'],['Kefang Ding'],['991600'],
17776,2020-02-21 08:59:37,pick item,0.2,39.99,['886449'],['Fire Stick'],['Junxiong Gao'],['991576'],
17777,2020-02-21 08:59:37,create package,1.5419999999999998,3705.0,"['886437', '886496', '886495', '886493', '886492']","['iPhone 11 Pro', 'iPhone 11', 'Kindle Paperwhite', 'iPhone 8', 'iPad Pro']",['Majid Rafiei'],"['991586', '991571']",['661041']
17778,2020-02-21 09:08:52,confirm order,2.2030000000000003,1168.97,"['886574', '886578', '886575', '886576', '886577']","['Echo Dot', 'iPad mini', 'iPad', 'Fire Stick 4K', 'Echo']",['Wil van der Aalst'],['991610'],
17779,2020-02-21 09:28:37,place order,1.6,1019.99,"['886584', '886583', '886582']","['Echo Show 5', 'iPad Air', 'iPad mini']",['Majid Rafiei'],['991612'],
17780,2020-02-21 09:35:29,pay order,1.916,3333.99,"['886544', '886543', '886542']","['iPhone 11', 'Echo Dot', 'MacBook Pro']",['Kefang Ding'],['991600'],
17781,2020-02-21 09:38:31,confirm order,1.463,1233.99,"['886518', '886517']","['iPad Pro', 'Echo Show 8']",['Wil van der Aalst'],['991592'],
17782,2020-02-21 09:44:49,reorder item,1.37,2500.0,['886533'],['MacBook Pro'],['Christine Dobbert'],['991598'],
17783,2020-02-21 09:46:40,pick item,0.21,529.0,['886527'],['iPhone 8'],['Junxiong Gao'],['991595'],
17784,2020-02-21 09:54:03,pick item,0.88,89.99,['886566'],['Echo Show 5'],['Tobias Brockhoff'],['991607'],
17785,2020-02-21 09:59:04,reorder item,1.28,149.99,['886513'],['Echo Plus'],['Lisa Mannel'],['991591'],
17786,2020-02-21 10:01:07,pick item,0.28,89.99,['886575'],['Fire Stick 4K'],['Wil van der Aalst'],['991610'],
17787,2020-02-21 10:08:03,item out of stock,0.28,89.99,['886573'],['Fire Stick 4K'],['Christine Dobbert'],['991609'],
17788,2020-02-21 10:17:58,pay order,0.495,134.0,['886441'],['Kindle Paperwhite'],['Wil van der Aalst'],['991573'],
17789,2020-02-21 10:19:17,reorder item,0.495,129.0,['886550'],['Kindle Paperwhite'],['Christine Dobbert'],['991603'],
17790,2020-02-21 10:26:04,pick item,0.166,799.0,['886572'],['iPhone 11'],['Christine Dobbert'],['991609'],
17791,2020-02-21 10:29:21,pick item,0.88,89.99,['886556'],['Echo Show 5'],['Christina Rensinghof'],['991605'],
17792,2020-02-21 10:29:21,create package,3.31,3138.98,"['886334', '886325', '886366', '886365']","['Echo Show 5', 'iPad mini', 'MacBook Pro', 'Echo']",['Claudia Graf'],"['991555', '991550', '991547']",['661042']
17793,2020-02-21 10:37:09,package delivered,7.871,4982.95,"['886454', '886466', '886455', '886420', '886415', '886504', '886453', '886503', '886457', '886465']","['iPad Air', 'MacBook Pro', 'Echo Show 5', 'Echo Plus', 'Fire Stick', 'iPhone 11', 'Kindle Paperwhite', 'Echo Studio', 'iPad mini']",['Mohammadreza Fani Sani'],"['991580', '991566', '991577', '991568', '991589']",['661039']
17794,2020-02-21 10:47:49,pick item,1.25,2200.0,['886434'],['MacBook Air'],['Mahsa Bafrani'],['991570'],
17795,2020-02-21 10:55:33,confirm order,3.043,799.98,"['886581', '886579', '886580']","['Echo Plus', 'iPad']",['Wil van der Aalst'],['991611'],
17796,2020-02-21 11:14:55,package delivered,0.763,1548.0,"['886464', '885862']","['iPad mini', 'iPad Pro']",['Luis Santos'],"['991579', '991435']",['661038']
17797,2020-02-21 11:17:02,place order,3.49,4663.0,"['886586', '886588', '886585', '886587']","['Kindle Paperwhite', 'MacBook Air']",['Lisa Mannel'],['991613'],
17798,2020-02-21 11:19:50,pick item,1.25,2200.0,['886512'],['MacBook Air'],['Lisa Mannel'],['991591'],
17799,2020-02-21 11:22:33,pick item,0.28,449.0,['886540'],['iPad mini'],['Tobias Brockhoff'],['991599'],
17800,2020-02-21 11:26:52,reorder item,0.495,129.0,['886441'],['Kindle Paperwhite'],['Wil van der Aalst'],['991573'],
17801,2020-02-21 11:39:48,send package,4.383,1034.95,"['886516', '886447', '886195', '886515', '886514', '886511']","['Echo Show 5', 'Echo', 'Echo Show 8', 'iPad', 'Fire Stick 4K']",['Lisa Mannel'],"['991591', '991575', '991520']",['661040']
17802,2020-02-21 11:44:29,package delivered,4.383,1034.95,"['886516', '886447', '886195', '886515', '886514', '886511']","['Echo Show 5', 'Echo', 'Echo Show 8', 'iPad', 'Fire Stick 4K']",['Lisa Mannel'],"['991591', '991575', '991520']",['661040']
17803,2020-02-21 11:45:20,pay order,1.52,4330.0,"['886496', '886495', '886494', '886493', '886492']","['iPhone 11', 'iPhone 11 Pro', 'Kindle Paperwhite', 'iPad Pro']",['Majid Rafiei'],['991586'],
17804,2020-02-21 11:45:28,send package,3.31,3138.98,"['886334', '886325', '886366', '886365']","['Echo Show 5', 'iPad mini', 'MacBook Pro', 'Echo']",['Claudia Graf'],"['991555', '991550', '991547']",['661042']
17805,2020-02-21 11:45:57,pick item,0.78,99.99,['886383'],['Echo'],['Mahnaz Qafari'],['991558'],
17806,2020-02-21 11:45:57,create package,0.166,799.0,['886467'],['iPhone 11'],['Marco Pegoraro'],['991581'],['661043']
17807,2020-02-21 11:57:16,pick item,0.98,129.99,['886565'],['Echo Show 8'],['Tobias Brockhoff'],['991607'],
17808,2020-02-21 11:57:16,create package,4.295,9901.0,"['886572', '886552', '886535', '886536', '886534', '886078', '886551', '886528']","['iPad Air', 'MacBook Pro', 'iPhone 11 Pro', 'iPhone 8', 'MacBook Air', 'iPhone 11', 'iPad Pro']",['Christine Dobbert'],"['991603', '991596', '991598', '991609', '991486']",['661044']
17809,2020-02-21 12:07:16,package delivered,2.6060000000000003,2365.97,"['886507', '886508', '886430', '886505', '886538', '886426', '886428']","['iPhone X', 'Echo Show 5', 'iPhone 8', 'Fire Stick', 'Kindle', 'iPhone 11', 'Kindle Paperwhite']",['Tobias Brockhoff'],"['991599', '991590', '991569']",['661036']
17810,2020-02-21 12:08:55,confirm order,1.6,1019.99,"['886584', '886583', '886582']","['Echo Show 5', 'iPad Air', 'iPad mini']",['Majid Rafiei'],['991612'],
17811,2020-02-21 12:08:57,reorder item,0.28,449.0,['886547'],['iPad mini'],['Christina Rensinghof'],['991602'],
17812,2020-02-21 12:10:01,item out of stock,0.88,89.99,['886555'],['Echo Show 5'],['Gyunam Park'],['991604'],
17813,2020-02-21 12:13:28,confirm order,1.936,1572.98,"['886570', '886573', '886572', '886571']","['iPhone 11', 'iPhone 8', 'Echo Plus', 'Fire Stick 4K']",['Christine Dobbert'],['991609'],
17814,2020-02-21 12:14:42,item out of stock,0.483,1099.0,['886541'],['iPad Pro'],['Tobias Brockhoff'],['991599'],
17815,2020-02-21 12:38:31,pick item,0.2,39.99,['886568'],['Fire Stick'],['Christina Rensinghof'],['991608'],
17816,2020-02-21 12:48:58,confirm order,0.94,573.98,"['886548', '886547', '886549']","['Echo Dot', 'iPad mini', 'Fire Stick 4K']",['Christina Rensinghof'],['991602'],
17817,2020-02-21 12:53:51,place order,3.151,2041.98,"['886590', '886591', '886589', '886592', '886593']","['Kindle Paperwhite', 'Echo Studio', 'iPhone 8', 'iPad Pro', 'Kindle']",['Mahsa Bafrani'],['991614'],
17818,2020-02-21 14:32:03,reorder item,0.28,89.99,['886573'],['Fire Stick 4K'],['Christine Dobbert'],['991609'],
17819,2020-02-21 14:32:13,confirm order,1.052,793.99,"['886557', '886556']","['Echo Show 5', 'iPhone X']",['Christina Rensinghof'],['991605'],
17820,2020-02-21 14:59:46,pick item,1.37,2500.0,['886562'],['MacBook Pro'],['Tobias Brockhoff'],['991607'],
17821,2020-02-21 15:07:30,place order,1.626,1063.97,"['886595', '886597', '886594', '886596']","['iPhone 11', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K']",['Claudia Graf'],['991615'],
17822,2020-02-21 15:18:46,send package,1.5419999999999998,3705.0,"['886437', '886496', '886495', '886493', '886492']","['iPhone 11 Pro', 'iPhone 11', 'Kindle Paperwhite', 'iPhone 8', 'iPad Pro']",['Majid Rafiei'],"['991586', '991571']",['661041']
17823,2020-02-21 15:46:49,confirm order,3.151,2041.98,"['886590', '886591', '886589', '886592', '886593']","['Kindle Paperwhite', 'Echo Studio', 'iPhone 8', 'iPad Pro', 'Kindle']",['Mahsa Bafrani'],['991614'],
17824,2020-02-21 15:48:57,pick item,0.166,799.0,['886595'],['iPhone 11'],['Claudia Graf'],['991615'],
17825,2020-02-21 15:49:04,failed delivery,3.31,3138.98,"['886334', '886325', '886366', '886365']","['Echo Show 5', 'iPad mini', 'MacBook Pro', 'Echo']",['Claudia Graf'],"['991555', '991550', '991547']",['661042']
17826,2020-02-21 15:55:28,pick item,0.172,699.0,['886509'],['iPhone X'],['Tobias Brockhoff'],['991590'],
17827,2020-02-21 15:57:13,pick item,0.495,129.0,['886587'],['Kindle Paperwhite'],['Lisa Mannel'],['991613'],
17828,2020-02-21 16:17:44,pick item,0.172,699.0,['886435'],['iPhone X'],['Mahsa Bafrani'],['991570'],
17829,2020-02-21 16:21:22,pick item,0.483,495.0,['886580'],['iPad'],['Wil van der Aalst'],['991611'],
17830,2020-02-21 16:34:47,place order,5.202999999999999,2757.94,"['886602', '886600', '886601', '886598', '886606', '886604', '886603', '886599', '886605', '886607']","['iPad Air', 'iPhone 11 Pro', 'Echo Show 5', 'Echo Plus', 'Fire Stick', 'Fire Stick 4K', 'Kindle Paperwhite', 'iPad mini']",['Lisa Mannel'],['991616'],
17831,2020-02-21 16:38:04,pick item,1.25,2200.0,['886585'],['MacBook Air'],['Lisa Mannel'],['991613'],
17832,2020-02-21 16:38:04,create package,2.513,2794.99,"['886320', '886475', '886470']","['Echo', 'iPad', 'MacBook Air']",['Seran Uysal'],"['991546', '991582']",['661045']
17833,2020-02-21 16:39:55,pick item,0.78,99.99,['886526'],['Echo'],['Junxiong Gao'],['991595'],
17834,2020-02-21 16:54:57,failed delivery,1.5419999999999998,3705.0,"['886437', '886496', '886495', '886493', '886492']","['iPhone 11 Pro', 'iPhone 11', 'Kindle Paperwhite', 'iPhone 8', 'iPad Pro']",['Majid Rafiei'],"['991586', '991571']",['661041']
17835,2020-02-21 17:08:03,pick item,0.28,449.0,['886553'],['iPad mini'],['Christine Dobbert'],['991603'],
17836,2020-02-21 17:14:19,pick item,0.78,99.99,['886578'],['Echo'],['Wil van der Aalst'],['991610'],
17837,2020-02-21 17:14:19,create package,3.852,1577.94,"['886500', '886442', '886549', '886548', '886501', '886443', '886568', '886556']","['iPhone X', 'Echo Show 5', 'Echo Plus', 'Fire Stick', 'Fire Stick 4K', 'Echo Dot', 'iPad mini']",['Christina Rensinghof'],"['991574', '991588', '991602', '991608', '991605']",['661046']
17838,2020-02-21 17:22:43,pay order,0.41,573.99,"['886416', '886415']","['iPhone 8', 'Fire Stick']",['Mohammadreza Fani Sani'],['991566'],
17839,2020-02-21 17:29:00,item out of stock,0.98,129.99,['886597'],['Echo Show 8'],['Claudia Graf'],['991615'],
17840,2020-02-21 17:30:41,pick item,0.172,699.0,['886557'],['iPhone X'],['Christina Rensinghof'],['991605'],
17841,2020-02-21 17:45:31,confirm order,1.26,124.98,"['886555', '886554']","['Echo Show 5', 'Echo Dot']",['Gyunam Park'],['991604'],
17842,2020-02-21 18:29:21,place order,2.025,2423.99,"['886610', '886608', '886609']","['Kindle Paperwhite', 'Fire Stick 4K', 'MacBook Air']",['Mahnaz Qafari'],['991617'],
17843,2020-02-21 19:05:33,pick item,0.44,476.0,['886584'],['iPad Air'],['Majid Rafiei'],['991612'],
17844,2020-02-21 19:13:22,confirm order,1.865,2634.0,"['886546', '886545']","['Kindle Paperwhite', 'MacBook Pro']",['Mahnaz Qafari'],['991601'],
17845,2020-02-21 19:15:12,pick item,0.188,1149.0,['886598'],['iPhone 11 Pro'],['Lisa Mannel'],['991616'],
17846,2020-02-21 20:15:32,failed delivery,1.5419999999999998,3705.0,"['886437', '886496', '886495', '886493', '886492']","['iPhone 11 Pro', 'iPhone 11', 'Kindle Paperwhite', 'iPhone 8', 'iPad Pro']",['Majid Rafiei'],"['991586', '991571']",['661041']
17847,2020-02-21 21:07:38,place order,1.44,583.98,"['886611', '886612', '886613']","['Echo Dot', 'iPad mini', 'Echo']",['Junxiong Gao'],['991618'],
17848,2020-02-21 21:42:38,pick item,0.88,89.99,['886582'],['Echo Show 5'],['Majid Rafiei'],['991612'],
17849,2020-02-21 22:03:14,pick item,0.28,449.0,['886576'],['iPad mini'],['Wil van der Aalst'],['991610'],
17850,2020-02-21 22:04:58,item out of stock,1.28,149.99,['886571'],['Echo Plus'],['Christine Dobbert'],['991609'],
17851,2020-02-22 10:45:42,place order,1.683,1891.0,"['886615', '886614', '886617', '886616']","['Kindle Paperwhite', 'iPhone 8', 'iPad Pro']",['Christina Rensinghof'],['991619'],
17852,2020-02-23 11:25:18,place order,0.992,1209.99,"['886620', '886619', '886618']","['iPhone X', 'iPad Air', 'Echo Dot']",['Anahita Farhang Ghahfarokhi'],['991620'],
17853,2020-02-24 00:00:00,create package,2.541,2362.98,"['886522', '886523', '886297', '886525', '886383']","['Echo Show 5', 'iPhone 11 Pro', 'iPad', 'iPhone 8', 'Echo']",['Mahnaz Qafari'],"['991594', '991558', '991542']",['661047']
17854,2020-02-24 04:02:30,place order,3.4730000000000003,3496.97,"['886625', '886622', '886627', '886624', '886628', '886623', '886621', '886626']","['iPhone 11', 'iPhone X', 'Kindle', 'iPad Air', 'Echo Studio', 'iPad mini', 'Fire Stick 4K']",['Mahnaz Qafari'],['991621'],
